id,villcode,villname,gewocode
2237,1002003,CHEKAKHA,088
2238,1002004,DANAMO,088
2239,1002005,DARWAKHA,088
2240,1003001,DRACHUKHA,089
2241,1003002,GUMGANG,089
2242,1003003,SECHUNANG,089
2243,1003004,SECHUNANG RIMCHU,089
2244,1003005,YOUBU,089
2245,1003006,ZHENGOSA,089
2246,1004035,ZAMDONGKHAR SELIPANG,090
2247,1004036,ZAMDONGKHAR SIMTOGANGCHU,090
2248,1004037,ZAMDONGKHAR TABA CHORTEN,090
2249,1004038,ZAMDONGKHAR TASHIJONG,090
2250,1004039,ZAMDONGKHAR THARA,090
2251,1004040,ZAMDONGKHAR TSHENDENGANG,090
2252,1004041,ZAMDONGKHAR YUNGU,090
2253,1004042,ZAMDONGKHAR ZINGCHEY,090
2254,1004043,SEODRANGSA,090
2255,1004044,ZAMDONGKHAR GUMGANG,090
2256,1004045,DZOMLITHANG,090
2257,1004046,DONGKOKHA PEPCHU,090
2258,1004048,DARCHARGANG,090
2259,1004049,NYARUGANG,090
2260,100405,ZERKHA,090
2261,1004050,DRANGWANA,090
2262,1004051,BOTOLO,090
2263,1004052,PANGMARP,090
2264,1004053,PACHAYKHA,090
2265,1004054,THARA BACHAY,090
2266,1004055,TENPAKHA,090
2267,1004056,WANGWAKHA,090
2268,1004057,TONGTSHASHO,090
2269,1004058,DARGAYGANG,090
2270,1004059,BAYMENANG,090
2271,1004060,NEJIWOMA,090
2272,1004061,NEYBI,090
2273,1004062,GAGONA,090
2274,1004063,NEBJI,090
2275,1004064,GONA TENGKHA,090
2276,1004065,CHOKHOR LUCHU,090
2277,1004066,GOENCHUKHA,090
2278,1004067,LANGSIGANG,090
2279,1004068,THONGDE BAY KHA,090
2280,1004069,GURU,090
2281,1004070,DONGKOKHA,090
2282,1004001,BEMSESI,090
2283,1004002,BEMSESI KHURU,090
2284,1004003,DOCHOKHA,090
2285,1004004,DOCHOKHA BANGMENA,090
2286,1004005,DOCHOKHA GOGOENPA,090
2287,1004006,DOCHOKHA MENCHUGANG,090
2288,1004007,DOCHOKHA PHADUNA,090
2289,1004008,DOCHOKHA RITSA,090
2290,1004009,DOCHOKHA RITSA TONGSANA,090
2291,1004010,DOCHOKHA TONGSANA,090
2292,1004011,GUMAKHA,090
2293,1004012,JANGSA,090
2294,1004013,KHURU,090
2295,1004014,KHURU BEMSESI,090
2296,1004015,KHURU BEMSESI WASHEGANG,090
2297,1004016,LAKHU,090
2298,1004017,LAKHU PATARI,090
2299,1004018,WOLAJANGSA GUMAGANGCHU,090
2300,1004019,WOOLAKHA,090
2301,1004020,ZAMDONGKHAR,090
2302,1004021,ZAMDONGKHAR BEBIGACHHA,090
2303,1004022,ZAMDONGKHAR BEBIGAR,090
2304,1004023,ZAMDONGKHAR BEBIGARKHA,090
2305,1004024,ZAMDONGKHAR CHANGYUL,090
2306,1004025,ZAMDONGKHAR DEKILING,090
2307,1004026,ZAMDONGKHAR DONGKUJU,090
2308,1004027,ZAMDONGKHAR DUMKANA,090
2309,1004028,ZAMDONGKHAR GAUPAY,090
2310,1004029,ZAMDONGKHAR LAYKHA,090
2311,1004030,ZAMDONGKHAR LEKITHANG,090
2312,1004031,ZAMDONGKHAR LOGODAMA,090
2313,1004032,ZAMDONGKHAR LUNAKHA,090
2314,1004033,ZAMDONGKHAR LUNGSIGANG,090
2315,1004034,ZAMDONGKHAR PANGALAY,090
2316,1005035,LUNGTENGANG,091
2317,1005036,LUNGTIKHA,091
2318,1005037,LUTAMO,091
2319,1005038,NEBJI,091
2320,1005039,NEJIWOMA,091
2321,1005040,NEYBI,091
2322,1005041,PACHAYKHA,091
2323,1005042,PAMARPO,091
2324,1005043,PANGREJU,091
2325,1005044,PASUNA,091
2326,1005045,PETARI,091
2327,1005046,PHAKAKHA,091
2328,1005047,RANGREKHA,091
2329,1005048,SEMTO GANGCHU,091
2330,1005049,SERIGANG,091
2331,1005050,TENPAKHA,091
2332,1005051,THARA BACHAY,091
2333,1005052,TONGCHENA,091
2334,1005053,TONGSHIGANG,091
2335,1005054,TONGSHINA,091
2336,1005055,TONGSHIREMAY,091
2337,1005056,TONGTSHASHO,091
2338,1005057,TONGZHUNA,091
2339,1005058,TSHETENANG,091
2340,1005059,TSHOMIDING,091
2341,1005060,WAKHUNA,091
2342,1005061,WANGWAKHA,091
2343,1005062,YOUSAKHA,091
2344,1005063,YURBA,091
2345,1005064,YUSAKHA,091
2346,1005065,YUWA,091
2347,1005066,ZARBESA,091
2348,1005067,ZERKHA,091
2349,1005068,ZHINGSAHANG,091
2350,1005069,LORINA,091
2351,1005001,AGONA,091
2352,1005002,AP ZHUKSA,091
2353,1005003,BARA,091
2354,1005004,BAYMENANG,091
2355,1005005,BAYPAI GANGKHA,091
2356,1005006,BOTOKHA,091
2357,1005007,BOTOLO,091
2358,1005008,CHISEGANG,091
2359,1005009,CHOKHOR LUCHU,091
2360,1005010,CHORTEN NYINGBU,091
2361,1005011,CHULUKHA,091
2362,1005012,CHUZAMGANG,091
2363,1005013,DAMCHI,091
2364,1005014,DAMTEYKHA,091
2365,1005015,DARGAYGANG,091
2366,1005016,DAWANA,091
2367,1005017,DOKUNA,091
2368,1005018,DOKUNA SHOPHU,091
2369,1005019,DOPHUKHA,091
2370,1005020,DZONGCHUNG,091
2371,1005021,GAGONA,091
2372,1005022,GOMGANG,091
2373,1005023,GONA TENGKHA,091
2374,1005024,HAYLU,091
2375,1005025,HAYLU TONGSHU,091
2376,1005026,JANGCHUBCHEN,091
2377,1005027,JANGSA,091
2378,1005028,KAZHIKHA,091
2379,1005029,KELWAGANG,091
2380,1005030,KILAKHA,091
2381,1005031,LENGO GAYSA,091
2382,1005032,LOGODAMA,091
2383,1005033,LUNGNAKHA,091
2384,1005034,LUNGTAMO,091
2385,1006001,DOMPALA,092
2386,1006002,GUMKARMO,092
2387,1006003,LINGMUKHA,092
2388,1006004,NABCHEY,092
2389,1006005,OMTEKHA,092
2390,1006006,YUSAKHA,092
2391,1007001,BANGNA THANGKA,093
2392,1007002,BARA,093
2393,1007003,BARNATHEKA,093
2394,1007004,CHANGJOKHA,093
2395,1007005,CHONGCHOG GOENPA,093
2396,1007006,CHONGZHIKHA,093
2397,1007007,DATONG GOENPA,093
2398,1007008,DOMINA,093
2399,1007009,DOMSIMO,093
2400,1007010,DUPCHU GOENPA,093
2401,1007011,GANGCHULA,093
2402,1007012,GANGKHA,093
2403,1007013,GANGLA,093
2404,1007014,GARAKHA,093
2405,1007015,GOEN WOGMA,093
2406,1007016,GOLEYGANG,093
2407,1007017,GUMENA,093
2408,1007018,JAPANA,093
2409,1007019,JARIGANG,093
2410,1007020,JAZHIKHA,093
2411,1007021,JIMJIG,093
2412,1007022,JOZHE GOENPA,093
2413,1007023,KEPARABSEL,093
2414,1007024,KUBJI,093
2415,1007025,KUTSIPHAKAR,093
2416,1007026,LANGJO,093
2417,1007027,LOIGIMA,093
2418,1007028,LUNGKHA,093
2419,1007029,MANIKHA,093
2420,1007030,MANIKHA DAMCHUGANG,093
2421,1007031,MENCHUDAMLAY,093
2422,1007032,MENDRELJI,093
2423,1007033,MENZHI,093
2424,1007034,NANGPAKHA,093
2425,1007035,NORBU TASHI,093
2426,1007036,NYEBAKHA,093
2427,1007037,PALU,093
2428,1007038,PANGZHI,093
2429,1007039,SAYCHIKHA,093
2430,1007040,SHENGA GOENPA,093
2431,1007041,SHONGCHUMO,093
2432,1007042,TAGOCHEN,093
2433,1007043,THONGJI,093
2434,1007044,TSHAMKHANA,093
2435,1007045,TSHOSA,093
2436,1007046,YEDOGANG,093
2437,1007047,YEDOPANG,093
2438,1008001,DONGKOKHA,094
2439,1008002,DONGKOKHA DAPCHAGANG,094
2440,1008003,DONGKOKHA LUNGSIGANG,094
2441,1008004,DONGKOKHA PEPCHU,094
2442,1008005,DONGKOKHA SHONGRINA,094
2443,1008006,GANGTHRAMO,094
2444,1008007,JAWANA,094
2445,1008008,LAPCHAKHA,094
2446,1008009,LUNAKHA,094
2447,1008010,LUNGSEGANG,094
2448,1008011,NOBGANG,094
2449,1008012,NOBGANG BEMIDINGKHA,094
2450,1008013,NOBGANG BULGANG,094
2451,1008014,NOBGANG DASHINGANG,094
2452,1008015,NOBGANG GAUPAY,094
2453,1008016,NOBGANG LAMSERI,094
2454,1008017,NOBGANG SERINANG,094
2455,1008018,NOBGANG TSHOCHUNA,094
2456,1008019,TALO,094
2457,1008020,TALO GOENPA,094
2458,1008021,TALO PANGKARPO,094
2459,1008022,YUNGU,094
2460,1008023,SIEW DRANGSA,094
2461,1008024,DARGAYGANG,094
2462,1009003,BIDONGKHA TSENTENDING,095
2463,1009004,BUMTAKHA,095
2464,1009005,CHUNGKHA,095
2465,1009006,DABJI,095
2466,1009007,DANGTSA,095
2467,1009008,DAWAKHA,095
2468,1009009,DAWANANG,095
2469,1009010,DENGANA,095
2470,1009011,DHARSHONGNA,095
2471,1009012,GENGO,095
2472,1009013,HUMPATHANG,095
2473,1009014,KEPAILO,095
2474,1009015,KEWANA,095
2475,1009016,KUTSHANA,095
2476,1009017,LEBCHULA,095
2477,1009018,LIMKHA,095
2478,1009019,LORINA,095
2479,1009020,NARIPA,095
2480,1009021,NAWAKHA,095
2481,1009022,NEBTENKHA,095
2482,1009023,OMCHUKHA,095
2483,1009024,PANGSHO,095
2484,1009025,RARO,095
2485,1009026,TAMIDAMCHU,095
2486,1009027,THANGBJI,095
2487,1009028,TSERIG,095
2488,1009029,TSEYKHA,095
2489,1009030,TSEYPHU,095
2490,1009031,TSEYPHU ATAKO,095
2491,1009032,TSEYPHU BUMPAI TSAWA,095
2492,1009033,TSEYPHU JARA,095
2493,1009034,TSEYPHU KHAWAKHA,095
2494,1009035,TSEYPHU SEMEKI,095
2495,1009036,TSHACHUPHU,095
2496,1009037,TSHACHUPHU KATI,095
2497,1009038,TSHACHUPHUGANG,095
2498,1009039,WANGKHA,095
2499,1009040,YUSAKHA,095
2500,1009041,YUSAKHA NEYJI,095
2501,1009042,SAMDINGKHA,095
2502,1009043,THANGZHI,095
2503,1009044,JOPKHA,095
2504,1009001,BEDARLO,095
2505,1009002,BIDONGKHA,095
2506,1011001,AECHEY,096
2507,1011002,BECHEKHA,096
2508,1011003,BEMSISI,096
2509,1011004,BOMTHANGKA,096
2510,1011005,CHANDANA,096
2511,1011006,CHASA,096
2512,1011007,CHELEKHA,096
2513,1011008,DAMCHE,096
2514,1011009,DOCHULA,096
2515,1011010,GYEMKHA,096
2516,1011011,GYEMSA,096
2517,1011012,JALUNG,096
2518,1011013,LEMJAKHA,096
2519,1011014,LUNGJAM,096
2520,1011015,MENCHUNA,096
2521,1011016,MENDELGANG,096
2522,1011017,PHENTEKHA,096
2523,1011018,RINAKHA,096
2524,1011019,SILUNA,096
2525,1011020,SIMTOKHA,096
2526,1011021,TANG HO,096
2527,1011022,THINLEYGANG,096
2528,1011023,TOKHA,096
2529,1011024,TOKTOKHA,096
2530,1011025,TSHERINGGANG,096
2531,1011026,YANGLO,096
2532,1011027,YUAMO,096
2533,1112001,ASHIKHAR,097
2534,1112002,BANGTSHO,097
2535,1112003,BANGTSHO GOENPA ,097
2536,1112004,BARKADUNG,097
2537,1112005,CHENARI,097
2538,1112006,CHENARI GEZOR ,097
2539,1112007,DUNGKARCHOLING,097
2540,1112008,DEOTHANG THROM,097
2541,1112009,DOMPHU,097
2542,1112010,DRUPKHANG,097
2543,1112011,GERWA,097
2544,1112012,GAYKHERI ,097
2545,1112013,GEZOR ,097
2546,1112014,KHESANGTIRI,097
2547,1112015,KHORPAM,097
2548,1112016,KOPUR,097
2549,1112017,PAZOR,097
2550,1112018,MARTANG,097
2551,1112019,RANTSHAM,097
2552,1112020,SAMDRUPGATSHEL ,097
2553,1112021,SENGDENGRI ,097
2554,1112022,SEPKA ,097
2555,1112023,RECHURPO,097
2556,1112030,RESHOR,097
2557,1112031,RIKHEY,097
2558,1112032,SAMDRUPJONGKHAR THROM,097
2559,1112033,KHERIPAM,097
2560,1112034,RABTEYLING(MATHANGA),097
2561,1112035,DUNGKARCHOLING(SHANGKARJULI),097
2562,1102001,AMSHING,098
2563,1102002,BARGOENPA,098
2564,1102003,BARZOR,098
2565,1102005,BELNANG WOONG,098
2566,1102007,BRONGSHING,098
2567,1102008,BRUMI,098
2568,1102009,CHIDUNGKHAR,098
2569,1102010,DENCHI,098
2570,1102011,DENCHI KHOYAR,098
2571,1102012,FREMI,098
2572,1102013,GOMDAR,098
2573,1102016,KHANDOMA,098
2574,1102017,KHOYAR,098
2575,1102018,KHOYAR PANTHANG,098
2576,1102021,LUZOR,098
2577,1102023,NARPHUNG,098
2578,1102024,PERUNG,098
2579,1102025,RECHANGLO,098
2580,1102026,RONGCHANGLU,098
2581,1102028,SAWANG,098
2582,1103012,TASHILING(MAJHBATH),099
2583,1103013,PAGSHINGKHA(MALABASY),099
2584,1103014,DAWATHANG(NANGLEY),099
2585,1103015,JANGSAGOM(UPPER GOLANTI),099
2586,1103016,LANGCHENPHUTEY(UPPER HASTINAPUR),099
2587,1103001,AGURTHANG(AGURITAR),099
2588,1103002,NAMCHAZOR(BAJHRANGI),099
2589,1103003,AUMSHING(BETHOLI),099
2590,1103004,JOMOTSHANGKHA(DAIFAM THROM),099
2591,1103005,DAISAM,099
2592,1103006,DAMTSANG(DALDALAY),099
2593,1103007,JAMPANI,099
2594,1103008,CHELTHANG(KHARBANDI/KHOWRONG),099
2595,1103009,RONGCHUTHANG(KHOWRONG),099
2596,1103010,JANGSAWOM(LOWER GOLANTI),099
2597,1103011,LANGCHENPHUMETH(LOWER HASTINAPUR),099
2598,1104001,BETSELING,100
2599,1104002,DUNGMANMA,100
2600,1104003,GONONG,100
2601,1104004,LAURI,100
2602,1104005,MOMRING,100
2603,1104006,PATPANADANG,100
2604,1104007,PHAJO GONPA,100
2605,1104008,RELNANG,100
2606,1104009,SERZHONG,100
2607,1104010,TASHIPHU,100
2608,1104011,TSHEPHU,100
2609,1104012,TSHOTHANG,100
2610,1104013,WOONGTHI,100
2611,1105013,MARTSHALA,101
2612,1105014,MERUDAZA/SANGSHINGZOR,101
2613,1105015,PELRITHANG/RECHANGLO,101
2614,1105016,RAUSHING,101
2615,1105017,RECHANGLO,101
2616,1105018,SACHILO,101
2617,1105020,SARJUNG,101
2618,1105021,SHEM SHEM,101
2619,1105023,SINGSI BORANG,101
2620,1105024,SOZOR,101
2621,1105025,THIZOR,101
2622,1105026,THONGPASHING,101
2623,1105027,TSHOLINGKHAR,101
2624,1105028,TSHOTSALO,101
2625,1105029,WANGPHU,101
2626,1105002,CHOIDUNG,101
2627,1105003,CHONGMASHING,101
2628,1105004,DENGSHINGZOR,101
2629,1105005,DUNGMANBA "B",101
2630,1105006,GALINGKHAR,101
2631,1105007,GORTHONGMA,101
2632,1105008,KAKANEY,101
2633,1105009,KAKPADUNG,101
2634,1105010,KEPTANG,101
2635,1105011,KHALINGDANGRE/GALINGKHAR,101
2636,1105012,LUNGBAKTANG,101
2637,1107003,BATSHUNG,102
2638,1107004,BELAM,102
2639,1107006,CHONGTI,102
2640,1107010,DURTSUN,102
2641,1107012,GONMINANG,102
2642,1107013,JALAMWOONG,102
2643,1107014,JANGCHUBLING,102
2644,1107015,MALANG,102
2645,1107016,MANDAR,102
2646,1107017,MANTSANG,102
2647,1107019,MENCHARI,102
2648,1107020,MILUM,102
2649,1107021,MITSESHING,102
2650,1107022,MORONG,102
2651,1107023,NABAR,102
2652,1107024,NAKZOR,102
2653,1107025,PHELDUNG,102
2654,1107026,PHELUMA,102
2655,1107027,PHU,102
2656,1107028,REDUME,102
2657,1107029,REMUNG,102
2658,1107033,SUZUNG,102
2659,1107034,TERSHIREE,102
2660,1107035,THUNGSHING,102
2661,1107036,WOOLING,102
2662,1108001,PEMATHANG(BELDARA),103
2663,1108002,PEMATHANG(DALIM),103
2664,1108003,LABTSHAZOR(DEORALI),103
2665,1108004,KADUPDANG(DIKLAI),103
2666,1108005,DUNGKARLING(DUMPHA),103
2667,1108006,LUMINANG(GAIRITAR),103
2668,1108007,DRAMZEYGANG(KATARAY),103
2669,1108008,CHIRTSHOSA(KHARBANDI),103
2670,1108009,BANAKHA(MAJUWA),103
2671,1108010,YUESANA(NAINITAL),103
2672,1108011,YUWATHANG(NALAPARA),103
2673,1108012,DORANGTHAG(PEOLI),103
2674,1108013,RALING(PHEDI),103
2675,1108014,METHOTHANG(SHILLINGAY),103
2676,1108015,LINGMAYSHONG(TARULAY),103
2677,1108016,WARONG(WARANG),103
2678,1108017,TSHEOTHANG(PERUNGAY),103
2679,1109013,BALAMNANG(NAKALITAR),104
2680,1109014,PHUNTSHOTHANG/BAKULI,104
2681,1109015,SAMDRUPCHOLING/RAITAR,104
2682,1109016,THONGSIGANG(SAURENEY),104
2683,1109017,MENGIGANG(TEKREE),104
2684,1109018,THANGCHUGONPA/CHOTAYTAR,104
2685,1109019,TSANGCHUTHAM/U.MANSITAR,104
2686,1109020,BAYLAMSHARANG,104
2687,1109021,SANGSHINGZOR,104
2688,1109022,SHUKUNI/SANGSHINGZOR,104
2689,1109023,MERUDAZA/SANGSHINGZOR,104
2690,1109024,DADULTHANG(BANGTAR),104
2691,1109025,SAMDRUPCHOLING(RAITAR),104
2692,1109001,TSHOCHUNG(BAUNEY),104
2693,1109002,MENDRUPLING(BHAWANEY),104
2694,1109003,TSHECHIWOONG(DAUREY),104
2695,1109004,DUNGKARLING/DUMPHA/GANGATAY,104
2696,1109005,CHUMEYTHANG(GAUTHALAY),104
2697,1109006,THONGJALING(JAGARTALA),104
2698,1109007,KARMALING(KATARAY),104
2699,1109008,ZOMLAYTHANG(KATIKAY),104
2700,1109009,KHAMETHANG/MANSITAR,104
2701,1109010,SELMOTHANG(KOILA),104
2702,1109011,DUPCHUGANG(KUBINDEY),104
2703,1109012,TSHOKORLING(MAJUWA),104
2704,1110001,DAMSAGANG(HILLAY),105
2705,1110002,NGANGTSHOTHANG KA(SAMRANG A),105
2706,1110003,NGANGTSHOTHANG KHA(SAMRANG B),105
2707,1110004,TSHODUN(SATHPOKARI),105
2708,1111033,TOKARI GONPA/ SERTHI,106
2709,1111034,WOONG/ KHANDUPHUNG,106
2710,1111035,ZOR/ KHANDUPHUNG,106
2711,1111036,ZOR/ MONMOLA,106
2712,1111037,CHITORI,106
2713,1111001,BARKALANGNANG,106
2714,1111002,CHASKHAR/ MENJIWOONG,106
2715,1111003,CHEMARI,106
2716,1111004,CHEMARI/ BORLA,106
2717,1111005,DEKORWOONG/ KHANDUPHUNG,106
2718,1111006,DENPHU,106
2719,1111007,DEPTSANG,106
2720,1111008,DHANGTSHO/ SERTHI,106
2721,1111009,DHUKHA/ MONMOLA,106
2722,1111010,DHUWANGKA/ MONMOLA,106
2723,1111011,GONPA/ MONMOLA,106
2724,1111012,JAB/ KHANDUPHUNG,106
2725,1111013,JUNME,106
2726,1111014,KHANDUPHUNG,106
2727,1111015,LAMKHABJAY/ SERTHI,106
2728,1111016,LHAKHANGZOR/ SERTHI,106
2729,1111017,MENJIWOONG/ KHANDUPHUNG,106
2730,1111018,MENJIWOONGPEKA/ KHANDUPHUNG,106
2731,1111019,PANGTHANG/ KHANDUPHUNG,106
2732,1111020,PANGTHANG/ MONMOLA,106
2733,1111021,PANGTHANG/ SERTHI,106
2734,1111022,PEMAGATSHEL,106
2735,1111023,PHAKCHU,106
2736,1111024,PHAKCHU/ KHANDUPHUNG,106
2737,1111025,REBALINGBI,106
2738,1111026,SAKARI/ KHANDUPHUNG,106
2739,1111027,SUSKAR,106
2740,1111028,TANG FRANG/ SERTHI,106
2741,1111029,TANG PHRANG/ KHANDUPHUNG,106
2742,1111030,TANGNGAKPA/ SERTHI,106
2743,1111031,TASHI THANGJAY,106
2744,1111032,THUJAYCHELING/ MONMOLA,106
2745,1113004,BAYUL,107
2746,1113006,BENPORONG,107
2747,1113014,HAILA,107
2748,1113015,KHAINORONG/SHOKSHI,107
2749,1113019,LANGNANG RINGMO/WANGPHU,107
2750,1113020,LINGSUM/SHOKSHI,107
2751,1113022,MANIDANGRE/SHOKSHI,107
2752,1113027,SACHILO,107
2753,1113029,SERCHENMO,107
2754,1113030,SHOGUWOONG,107
2755,1113031,SHOKSHI,107
2756,1113032,SHOKSHI PANGTHANG,107
2757,1113033,WANGPHU,107
2758,1113034,YARPHU,107
2759,1113035,SINGSI BORANG,107
2760,1201001,TSHA CHHU(ASSAMTSA),108
2761,1201002,PATSHALING(BETENI),108
2762,1201003,DANGREY BUG(BICH GAON),108
2763,1201004,CHONGZHU(CHANJU),108
2764,1201005,CHHUNGU(CHINGU),108
2765,1201006,MIPHELGANG(DHAKAL GAON),108
2766,1201007,DUGPHEY(DUBEY),108
2767,1201008,PHENDEGANG(FENCHI),108
2768,1201009,JOENPANG(GEMPANG),108
2769,1201010,GUENGALING(GHUNDAY GAON),108
2770,1201011,KARMALING(KAMI GAON),108
2771,1201012,SAMPHELGANG(LEPCHA GAON),108
2772,1201013,LINGARNANG(LINGTAM),108
2773,1201014,NORGEYGANG(LOWER BARA),108
2774,1201015,SATSANGMA(MAJUWA),108
2775,1201016,ZHENDEBGANG(MUKHENI GAON),108
2776,1201017,NORYOG(NAYAK),108
2777,1201018,KHABABGANG(THIKA),108
2778,1202015,PAGSAMTHANG(GHONDEYTAR),109
2779,1202016,TSAJNSA KA(HATIKHARKA A),109
2780,1202017,TSAJNSA KHA(HATIKHARKA B),109
2781,1202018,DARZHINGTHANG(JAGATAR),109
2782,1202019,PANGTHANGJUG(JHANDEY),109
2783,1202020,SHINGDEGANG(JYAMIRKOT),109
2784,1202021,PEMALING(KAMIGAON),109
2785,1202022,DRAMZELING(KATARAY),109
2786,1202023,NYADOESA(KATLEY),109
2787,1202024,SHING NGARMA(KHAMAREY),109
2788,1202025,DIZANGGANG(KHOPI),109
2789,1202026,YURUNGTHANG(KHOPITAR),109
2790,1202027,BEYULGANG(KOPCHEY),109
2791,1202028,LAMAITHANG(LAMATAR),109
2792,1202029,MANIDARA,109
2793,1202030,MANIGANG(MANIDARA/GANGATEY),109
2794,1202031,NAKELING(NIGUREY),109
2795,1202032,ZAMTHANGNANG(SAGUTAR),109
2796,1202033,TSAKETHANG(SAMATAR),109
2797,1202034,DECHENGANG(SARKI GAON),109
2798,1202035,LUNGTENSA(SAURENI),109
2799,1202036,CHHOKORLING(SCHOOLEY),109
2800,1202037,DAMESA(SEPENI),109
2801,1202038,LUNGSIRMA(SIRISEY),109
2802,1202039,TASHITHANG(TACHEY),109
2803,1202001,DAMTSHANANG(AHALEY),109
2804,1202002,KOMALING(BALSEY),109
2805,1202003,GATSHELING(BARANEY),109
2806,1202004,JUREYGANG(BARARAY),109
2807,1202005,BALSATHANG(BIMIREY),109
2808,1202006,TAMCHHABSA(BIRUKHOLA),109
2809,1202007,THANGCHHENANG(BIRUTAR),109
2810,1202008,KHANGZHIMA(CHARGHAREY),109
2811,1202009,CHHUJUGTHANG(CHHETRITAR),109
2812,1202010,CHHUSILGANG(CHISOPANI),109
2813,1202011,CHHOETENKHA(DEORALI),109
2814,1202012,NEYDAGLING(DHAMIGAON),109
2815,1202013,NGADUNGSA(DHENGREY),109
2816,1202014,NYACHHABSA(GANGATEY),109
2817,1202040,NORGEYLING(TALEY),109
2818,1202041,GOMSUMPOSA(TINRATEY),109
2819,1202042,PEKARLING(TORIBARI),109
2820,1203014,LINGTHANG(LENGTHEY),110
2821,1203013,TSANGCHUSHONG(LATAKHOLA),110
2822,1203025,THARPUNG(THARPHU),110
2823,1203023,KHANGTHONGSUMPA(TINTALAY),110
2824,1203022,NIDUPLING GA(SOMBEK C),110
2825,1203021,NIDUPLING KHA(SOMBEK B),110
2826,1203020,NIDUPLING KA(SOMBEK A),110
2827,1203019,JOENLEGSA(SETIPEKHA),110
2828,1203018,KHAMZANGLING(SATVAIYA),110
2829,1203017,KHANGCHUNG GANG(PAKHADURA),110
2830,1203016,NAMSELING,110
2831,1203015,KARSEL LING(MONGARGAON),110
2832,1203001,BUMPATHANG(BAHUNITAR),110
2833,1203002,SADUZHIMA KA(CHARGHARAY A),110
2834,1203003,SADUZHIMA KHA(CHARGHARAY B),110
2835,1203004,CHUNGTHUNG,110
2836,1203005,DEPHELING KA(GATHIYA A),110
2837,1203006,DEPHELING KHA(GATHIYA B),110
2838,1203007,DEPHELING GA(GATHIYA C),110
2839,1203012,KHANGZANGLING(LABARBOT),110
2840,1203011,CHHUNCHHUNGSA GA(JITTI C),110
2841,1203010,CHHUNCHHUNGSA KHA(JITTI B),110
2842,1203009,CHHUNCHHUNGSA KA(JITTI A),110
2843,1203008,DEPHELING NGA(GATHIYA D),110
2844,1204004,MEDGANG(GAIRIGAON),111
2845,1204017,JARIGANG(MERIK),111
2846,1204019,TSHERINGANG(NANGLA DANG),111
2847,1204020,THORILA(THUMKEY),111
2848,1204021,NORBUGANG(TINTERAY),111
2849,1204003,DAMZHAGSA(DIPUJORA),111
2850,1204002,KETSHELING(DHAPPER),111
2851,1204001,YANGPHELTHANG(BHIMTAR),111
2852,1204016,DAWALING(MAGHAY),111
2853,1204015,LAMJUSA(LAMJUMSA),111
2854,1204014,LAMBI(LAMJEE),111
2855,1204013,KIDSA(KOTHIDARA/KIRNEY),111
2856,1204012,GANGTOSA(KOTHIDARA),111
2857,1204011,KHANGDUZHI(KOPCHEY),111
2858,1204010,KIDSA(KIRNEY),111
2859,1204009,DRAMZEGANG(KATARAY),111
2860,1204008,TSHONGDUEKHA(HATKHOLA),111
2861,1204018,TSAPHELTHANG(NABUKHARKA),111
2862,1205018,PUNGTHA B,112
2863,1205013,GESARLING(BORIBOTEY),112
2864,1205012,BENYEKHA(BENEKHA),112
2865,1205011,SETEKHA,112
2866,1205010,RELUKHA,112
2867,1205009,KHEMPALING(KHEMPA),112
2868,1205008,KHARZHING(KADORI),112
2869,1205007,GAJI(GABJEE),112
2870,1205006,DENCHUKHA /GAJBEE,112
2871,1205005,DENCHHUKHA(DENCHUKHA),112
2872,1205004,DAMJI(DEMJEE),112
2873,1205003,DOMCHHUKHA(BHALUKHOLA),112
2874,1205002,PHAZHING(BETENI),112
2875,1205001,GAWALING(BASENI),112
2876,1205017,PUNGTHA A,112
2877,1205016,MAYONA/DHAMILEY,112
2878,1205019,GABJEE/MAYONA,112
2879,1205014,DRAMELING(DHAMILEY),112
2880,1205015,YOMELING(MAYONA),112
2881,1206001,CHHUKA(BASANTEY),113
2882,1206002,DANGREYBUG KA(BEACHGAON A),113
2883,1206003,DANGREYBUG KHA(BEACHGOAN),113
2884,1206004,CHILUMCHEN(CHELUMCHEN),113
2885,1206005,NGAGANG(DAMPHUCHEN),113
2886,1206006,GANGTOGKHA(DARAGAON),113
2887,1206007,DARAGOAN,113
2888,1206008,DOGRAP(DOGAP),113
2889,1206009,DOKARKHA KA(DOROKHA A),113
2890,1206010,DOKARKHA KHA(DOROKHA B),113
2891,1206011,DOKARKHA GA(DOROKHA C),113
2892,1206012,JIGME,113
2893,1206013,LEGPAGANG(LAPCHEY GOAN),113
2894,1206014,MANIDANGREY KA(MANEY A),113
2895,1206015,MANIDANGREY KHA(MANEY B),113
2896,1206016,BAMENGANG(MITHUN),113
2897,1206017,NAMCHU,113
2898,1206018,SANGLUNG,113
2899,1206019,TENGSHOG(SATAKHA),113
2900,1206020,MELONGGANG(SEBICHANG),113
2901,1206021,SENGTENG,113
2902,1206022,SINGGYE,113
2903,1206023,MIZOMSA(SOMLACHEN),113
2904,1206024,ARINGGANG(TARIGAON),113
2905,1206025,THULUNGGANG(THULUNG GANG),113
2906,1206026,THINGYERSA(TIMBUREY),113
2907,1206027,WANGCHUK,113
2908,1207001,DARAGAON,114
2909,1207002,GAIRIGAON,114
2910,1207004,JARIKHA(JARINGAY),114
