id,villcode,villname,gewocode
3581,1507003,KHASHATENG,150
3582,1507002,GYENGO,150
3583,1507001,CHELEPHU,150
3584,1507005,MERAK,150
3585,1509023,THONGWRONG,151
3586,1509024,THRANG,151
3587,1509026,YABRANG,151
3588,1509027,YERCHILU,151
3589,1509001,BANYALTING,151
3590,1509002,BARGOENPA,151
3591,1509003,BUMTANG,151
3592,1509004,DEMKHAR,151
3593,1509005,DORSHING,151
3594,1509006,GADZARI,151
3595,1509007,JANYEMA,151
3596,1509008,KARMA GEONPA,151
3597,1509009,KHARPA,151
3598,1509010,LANGCHIM,151
3599,1509011,LEM,151
3600,1509012,LHAKHANG,151
3601,1509013,MOMNANGKHAR,151
3602,1509015,PENGTSE,151
3603,1509022,TATHRANG,151
3604,1509021,SOELKHAR,151
3605,1509020,SHONGKANG,151
3606,1509017,PHIMSONG,151
3607,1509018,SHINGCHALU,151
3608,1509019,SHINGRINGMO,151
3609,1510001,BONGMAN,152
3610,1510002,CHAMANG,152
3611,1510003,CHEMA,152
3612,1510010,JOENLA TSHETSHE,152
3613,1510011,JOENLAPAM,152
3614,1510012,KADAM,152
3615,1510013,KHUDUMPANG,152
3616,1510014,LANGTENG,152
3617,1510015,MELONGKHAR,152
3618,1510016,PAKALING,152
3619,1510017,PANGTHANG,152
3620,1510018,RADHI PANGTHANG,152
3621,1510019,RANJUNG YODSELCHHOLING,152
3622,1510020,TANGTHRANG,152
3623,1510021,TONGLING KADAM,152
3624,1510022,TONGLING KHATOE,152
3625,1510023,TONGLING PAM,152
3626,1510024,TONGLING PANGTHANG,152
3627,1510025,TONGLING TANGTHRANG,152
3628,1510026,TONGLING THRANG,152
3629,1510027,TSANGKHAR,152
3630,1510028,NAKTSHANG,152
3631,1510029,PHAJOGEONPA,152
3632,1510030,TOKSHINGMANG,152
3633,1510004,DEKILING,152
3634,1510005,DELING,152
3635,1510006,DUNG GOEN,152
3636,1510007,DUNGSAM,152
3637,1510008,DUNGSING/TSHATSHEY,152
3638,1510009,JOENLA,152
3639,1511001,BORANGMANG,153
3640,1511002,BORANGTSE,153
3641,1511003,BUMLOG,153
3642,1511004,MELAM THUNG,153
3643,1511005,MURBEE,153
3644,1511006,SAKTENG,153
3645,1511007,SAKTENG JYENKHAR,153
3646,1511008,SAKTENG MANIRONG,153
3647,1511009,SAKTENG PUSA,153
3648,1511010,SAKTENG TENGMANG,153
3649,1511011,SAKTENG THRAK THRI,153
3650,1511012,THOLONG,153
3651,1511013,YOUNGBAZOR,153
3652,1512001,BIKHAR,154
3653,1512002,KHABTI,154
3654,1512003,MALPHEL,154
3655,1512004,PAM,154
3656,1512005,RANGSHIKHAR,154
3657,1512006,SAMKHAR,154
3658,1512007,TRASHIGANG THROM,154
3659,1513001,CHALING,155
3660,1513002,CHANGME,155
3661,1513003,GHALING,155
3662,1513004,GONGTSHE PHANGMA,155
3663,1513005,RANGJUNG,155
3664,1513006,SHONGPHU,155
3665,1513007,YOBENANG,155
3666,1514006,PHAKPARI,156
3667,1514007,PHUNGSING,156
3668,1514008,RAMCHONG MA,156
3669,1514009,RAMCHONGMA,156
3670,1514010,SAKO,156
3671,1514011,THRIMSHING,156
3672,1514012,THUNGKHAR,156
3673,1514013,TSANGPO,156
3674,1514014,YEMKHAR,156
3675,1514015,YONGDHIR,156
3676,1514001,BAYPHU,156
3677,1514002,BERDUNGMA,156
3678,1514003,BONGZOR,156
3679,1514004,LAM PANGTHANG,156
3680,1514005,LHAKHANG JAB,156
3681,1515001,BARKAZOR,157
3682,1515002,BAYPUM,157
3683,1515003,BENSHINGMO,157
3684,1515004,CHEAYA,157
3685,1515005,DANGRONG,157
3686,1515006,DAYPHU,157
3687,1515007,DENG TSHALO,157
3688,1515008,GEANGKHAR,157
3689,1515009,GONGTSHERI,157
3690,1515010,JOMTSHANG,157
3691,1515011,LENCHE,157
3692,1515012,MENKHAR,157
3693,1515013,MONGKA,157
3694,1515014,MONGYEA,157
3695,1515015,RIZOR,157
3696,1515016,TSHEDUNG,157
3697,1515017,YAERCHELO,157
3698,1516001,CHANGZOE,158
3699,1516002,DALIPHANG,158
3700,1516003,DAMBINANG,158
3701,1516004,DARJAYLING,158
3702,1516005,DEMKHAR,158
3703,1516006,DURUNG,158
3704,1516007,KHARDZA,158
3705,1516008,KHARTHUNG,158
3706,1516009,KHERI,158
3707,1516010,LEYPHU,158
3708,1516011,SHOKANG,158
3709,1601001,BAMDIR,159
3710,1601002,BAYTSAMANG,159
3711,1601003,GANGKHARDUNG,159
3712,1601004,NGALEMANG,159
3713,1601005,PANGLEWOG,159
3714,1601006,PHENTENG,159
3715,1601007,TARPHEL,159
3716,1601008,TSHALENG,159
3717,1601009,WOGMANAMG,159
3718,1601010,WOGMANANG,159
3719,1601011,PANGKHAR,159
3720,1602006,REJUNG,160
3721,1602005,PACHU,160
3722,1602008,TAK CHAYMA,160
3723,1602009,TONGLA,160
3724,1602010,YUB,160
3725,1602011,ZOR,160
3726,1602007,SHINGKHAR,160
3727,1602004,NEDA,160
3728,1602003,LARJAB,160
3729,1602002,DOMSHING,160
3730,1602001,CHAYMA,160
3731,1603006,KARMAZOM,161
3732,1603001,DAKA,161
3733,1603008,KHAMDANG,161
3734,1603009,KILKHORCHEN,161
3735,1603010,LONGKHAR,161
3736,1603011,NGALAMO,161
3737,1603012,NOMARING,161
3738,1603013,PAM,161
3739,1603014,PAYCHATENG,161
3740,1603015,RABDELING,161
3741,1603016,SERPANG,161
3742,1603017,SHAKSHONG,161
3743,1603018,SHALE,161
3744,1603019,SHAZAM,161
3745,1603020,ZHARCHI,161
3746,1603007,KENCHOLING,161
3747,1603002,DENGLUM,161
3748,1603003,DOLEPCHEN,161
3749,1603004,DOMCHANG,161
3750,1603005,GARDUNG,161
3751,1604006,DUNGMEN,162
3752,1604001,ARINGBORANG,162
3753,1604008,GOENPA,162
3754,1604009,GONGSHING,162
3755,1604010,KAKANEY,162
3756,1604011,KHALA PANGTHANG,162
3757,1604012,KHERI,162
3758,1604013,LALAM,162
3759,1604014,LAYBARI,162
3760,1604015,LEMNANG,162
3761,1604016,LENGBARTANG,162
3762,1604017,LUSHING,162
3763,1604018,MENSHING,162
3764,1604019,NAKTSHANG,162
3765,1604020,PANGTHANG,162
3766,1604021,PHAIRAWA,162
3767,1604022,ROMANG,162
3768,1604023,SHANGTHANG,162
3769,1604024,TADZONG,162
3770,1604025,THONGZOR,162
3771,1604026,TSANGRONG,162
3772,1604027,TSENKANG,162
3773,1604028,TSHOTSANG,162
3774,1604029,TSHURKHAR,162
3775,1604030,TSUSHING,162
3776,1604031,WONGKHAR,162
3777,1604032,ZOR,162
3778,1604033,ZORTHUNG,162
3779,1604005,DOMTSANG,162
3780,1604004,BAWONG,162
3781,1604003,BARDZONG,162
3782,1604002,BAINANGREB,162
3783,1604007,GOCHA,162
3784,1605013,NANGKHAR GOENPA,163
3785,1605016,PANGTHANG GOENPA,163
3786,1605017,PUNGTHUNG,163
3787,1605018,SEB,163
3788,1605019,SENGPHU,163
3789,1605020,SERTSHO,163
3790,1605021,THANGDANG,163
3791,1605022,TOKSHING,163
3792,1605023,TSHENGANG,163
3793,1605011,MANAM,163
3794,1605012,MELDUNG,163
3795,1605014,OMBA,163
3796,1605015,PAJAB,163
3797,1605001,BAKPA,163
3798,1605002,BANGKHABCHEN,163
3799,1605003,CHAYMKHAR,163
3800,1605004,CHOKLABTSA,163
3801,1605005,DAKTSA,163
3802,1605006,DUMANG,163
3803,1605007,DUNGTSE,163
3804,1605008,JANGPHUTSE,163
3805,1605009,KHENEL,163
3806,1605010,KHOBLAKHAR,163
3807,1606001,BAINANGKHAR,164
3808,1606002,BAKPA,164
3809,1606003,CHANGMADUNG,164
3810,1606004,DONGKASHING,164
3811,1606005,DONGSHING,164
3812,1606006,DONGTOE,164
3813,1606007,GOMKOR,164
3814,1606008,GORZHING,164
3815,1606009,KENMONG,164
3816,1606010,KINZANGLING,164
3817,1606011,LHAWSHING,164
3818,1606012,MAYMUNG,164
3819,1606013,MENCHU,164
3820,1606014,PANG,164
3821,1606015,TOKA,164
3822,1606016,TSANGDUNG,164
3823,1606017,WOGKHAR,164
3824,1607001,BAMCHANG,165
3825,1607002,CHAYMA,165
3826,1607003,DUKTI,165
3827,1607004,MELONGKHAR,165
3828,1607005,NAMTHI,165
3829,1607006,PHUNGYANG,165
3830,1607007,RINZIN TENPANG,165
3831,1607008,ROLAM,165
3832,1607009,THRAGOM,165
3833,1607010,YALANG,165
3834,1607011,YERPHEL,165
3835,1608001,BANEY,166
3836,1608002,BAYLING,166
3837,1608003,BIMKHAR,166
3838,1608004,CHOEKOR,166
3839,1608005,GANGKHAR,166
3840,1608006,LECHEN,166
3841,1608007,RABTI,166
3842,1701001,CHANGRAY,167
3843,1701002,DRAKTEN,167
3844,1701003,KINGA RABTEN,167
3845,1701004,KINGA RABTEN GOENPA,167
3846,1701005,PHELCHUNG,167
3847,1701006,REYPHEL,167
3848,1701007,SAMCHOLING,167
3849,1701008,SAMLING CHALA,167
3850,1701009,SAMLING CHURAK,167
3851,1701010,SAMLING CHURATAK,167
3852,1701011,SAMLING DANGREY,167
3853,1701012,SAMLING DARA,167
3854,1701013,SAMLING GORMOLA,167
3855,1701014,SAMLING KHAMEY,167
3856,1701015,SAMLING KIKHORNANG,167
3857,1701016,SAMLING KINGACHOLING,167
3858,1701017,SAMLING KORMEY,167
3859,1701018,SAMLING KURBI,167
3860,1701019,SAMLING LHAKHANGJAB,167
3861,1701020,SAMLING LHAKHANGTAK,167
3862,1701021,SAMLING LHAKHANGWOG,167
3863,1701022,SAMLING MAJALING,167
3864,1701023,SAMLING MALING,167
3865,1701024,SAMLING MALINGBUNG,167
3866,1701025,SAMLING MALINGJUG,167
3867,1701026,SAMLING MARZHING,167
3868,1701027,SAMLING PESINANG,167
3869,1701028,SAMLING PHOKCHEN,167
3870,1701029,SAMLING PINGKHAR,167
3871,1701030,SAMLING PISINANG,167
3872,1701031,SAMLING PONGPA,167
3873,1701032,SAMLING SHANGTHONG,167
3874,1701033,SAMLING SHANGTHONGJAB,167
3875,1701034,SAMLING SHINGKHAR,167
3876,1701035,SAMLING TA-DZONG,167
3877,1701036,SAMLING TANGCHEN,167
3878,1701037,SAMLING THELING,167
3879,1701038,SAMLING TSEKUNANG,167
3880,1701039,SAMLING TSHAJAB,167
3881,1701040,SAMLING TSHOKUNANG,167
3882,1701041,SAMLING WANGTHANG,167
3883,1701042,SAMLING YUMCHEN,167
3884,1701043,SAMLING ZARCHEN,167
3885,1701044,SAMLING ZHEWTHANG,167
3886,1701045,TAKTSE,167
3887,1701046,TASHIDINGKHA,167
3888,1701047,YULSAR,167
3889,1702001,KORPHU,168
3890,1702002,NABEE,168
3891,1702003,NIMSHONG,168
3892,1702004,RETI,168
3893,1702005,RETIZHONGPAGANG,168
3894,1703001,BALING,169
3895,1703002,BAYZAM,169
3896,1703003,DANGDUNG,169
3897,1703004,JANGBEE,169
3898,1703005,KOSHALA,169
3899,1703006,LANGTHIL,169
3900,1703007,NGADAK,169
3901,1703008,NGORMEY,169
3902,1703009,PANGZOR,169
3903,1703010,PHUZOR/PHUMZOR,169
3904,1703011,WANGLING,169
3905,1703012,YULING,169
3906,1703013,BELING,169
3907,1703014,KUDRAK,169
3908,1703015,TAKTSELA,169
3909,1703016,YURMO,169
3910,1703017,LINGTOE,169
3911,1703018,LEKPAGANG,169
3912,1703019,SHELING,169
3913,1704015,PHUNTSHOCHOLING,170
3914,1704016,POENGAR,170
3915,1704025,SHERUBLING,170
3916,1704024,MANGDIPHU,170
3917,1704023,SIMJONG,170
3918,1704022,SINPHU GOENPA,170
3919,1704021,THANG NGYEL,170
3920,1704020,YULING,170
3921,1704012,KARSHONG,170
3922,1704011,KABAB,170
3923,1704010,JONGTHANG,170
3924,1704009,JEE PAM,170
3925,1704008,JEE,170
3926,1704007,GAGHAR,170
3927,1704006,DORGEN,170
3928,1704005,DARBAB,170
3929,1704004,DANGZHING,170
3930,1704003,DANGRAY,170
3931,1704017,SINGBEE,170
3932,1704018,SINPHU,170
3933,1704019,CHELA/TELA,170
3934,1704013,LAWSHONG,170
3935,1704014,PANG,170
3936,1704001,BEMJEE,170
3937,1704002,CHOETHROM,170
3938,1705009,MALING,171
3939,1705008,TRASHICHOELING,171
3940,1705010,SAGACHELW,171
3941,1705011,LANGDO,171
3942,1705001,CHENDIJEE,171
3943,1705002,DRANGLA GOENPA,171
3944,1705003,KALADRAME,171
3945,1705007,TSHANGKHA,171
3946,1705006,TANGSIBJEE,171
3947,1705005,NYALA GOENPA,171
3948,1705004,KALATHRELME,171
3949,1801003,GAIRIGANG KA(GAIRIGAON A),172
3950,1801004,GAIRIGANG KHA(GAIRIGAON B),172
3951,1801005,LUNGKHORMA(PHIPHEREY),172
3952,1801001,CHUNYIKHANG(BARADHUREY),172
3953,1801002,GANGTOKHA(DARAGANG),172
3954,1801006,TOISANG,172
3955,1807004,SEMDENJONG(TEORAY),173
3956,1807001,MALBASEY,173
3957,1807002,NORBUGANG(MAZGAON),173
3958,1807003,TASHITHANG(PATALE TAR),173
3959,1803002,KHERITHANG(KHORSANEY),174
3960,1803003,NORJANGSA(LALIKHARKA),174
3961,1803004,LHAMOI LUM /GOPINI,174
3962,1803001,DANGRAYBHU(BICHGAON),174
3963,1804005,PELRITHANG(UPPER LOBSIBOTAY),175
3964,1804001,CHOKPUR,175
3965,1804002,PHUENSUMGANG KA(GAIRIGAON A),175
3966,1804003,ZOMLINGTHANG(LOWER LOBSIBOTAY),175
3967,1804004,ZAMLINGZOR(UPPER SUNTOLAY),175
3968,1804006,PHUENSUMGANG KHA (GAIRIGAON B),175
3969,1804007,PEMATHANG(LOWER SUNTALEY),175
3970,1805006,NEZERGANG(UPPER SALAMI),176
3971,1805003,SATSANGMA(MAJUWA),176
3972,1805005,DUNGKHAR CHOELING(UPPER BOCKRAY),176
3973,1805004,MENCHANA/MITHUN,176
3974,1805001,DEKILING(LOWER BOCKRAY),176
3975,1805002,TASHIYANGJONG(LOWER SALAMI),176
3976,1806009,ZAMLING ZOR/MANIKHOLA,177
3977,1806010,ZAMLING ZOR/SARKIGAON,177
3978,1806008,ZAMLING ZOR/MAJIGAON,177
3979,1806007,TASHIPANG/GURUNGAON,177
3980,1806006,SAMSHING GADEN MANIDARA,177
3981,1806005,RISERBO B/KAMIGAON,177
3982,1806004,RISERBO A/RATEYKHOLA,177
3983,1806003,RISERBO A/KAMIGAON,177
3984,1806002,PEMA SHONG/SARKIGAON,177
3985,1806001,MENDRELGANG/LAMIDARA,177
3986,1802006,PANGTHANG(PAKHAY),178
3987,1802007,THAKORLING(THANGRAY),178
3988,1802004,MUNYULSA(KALIGAON),178
3989,1802003,JAKHOR(DHANISAY),178
3990,1802002,CHHUZOMSA(BULKAY),178
3991,1802001,PATSHALING(BETENI),178
3992,1802005,TSAKALING(KATLAY KALIKHOLA),178
3993,1808002,TASHICHOLING(BURICHU),179
3994,1808001,GENTEGKHA(BAITHAKEY),179
3995,1808005,WANGTHANGLING(JOGITAR),179
3996,1808006,MENCHHUNANG(KHARKHOLA),179
3997,1808007,NORBUTHANG(MANITAR),179
3998,1808003,PELJORLING(DHANSIRI),179
3999,1808008,SERZHONG(PHALEDAY),179
4000,1808009,DRAGITHOG(S/MELAY),179
4001,1808010,JILIGANG(SAPRALI),179
4002,1808011,DRONGTOD(SAURENI),179
4003,1808012,TONGSHINGGANG(T/MELAY),179
4004,1808004,DHODOMCHEN(DHAPKHOLA),179
4005,1808013,CHHUBAPSA(TSHANGAY),179
4006,1809002,DARCHARGANG(DHAJEY),180
4007,1809001,CHANAUTRE,180
4008,1809003,GAGALING(GHAGA GOAN),180
4009,1809004,NEYMEDSA(NEVAREY),180
4010,1809009,CHARINGMA(ZULPHAYGAON),180
4011,1809006,RANGTHANGLING/CHANAUTRE,180
4012,1809007,DAWTHONGSA(SAUNAY),180
4013,1809008,SUNKOSH,180
4014,1809005,NIMAZOR/HERABOTAY,180
4015,1810001,TASHILING(BARARAY),181
4016,1810004,DEKILING(KOKRAY),181
4017,1810003,KHILING(KATIKEY),181
4018,1810002,DANGREYGANG(DARAGAON),181
4019,1811001,ALENCHI(ALAICHEY),182
4020,1811002,DRUPCHHUGANG(HARPAYPANI),182
4021,1811005,GOMSUM(TINTALAY),182
4022,1811004,TSHOKANA MED(LOWER TSHOKANA),182
4023,1811003,KAPASAY,182
4024,1811006,TSHOKANA TOD(UPPER TSHOKANA),182
4025,1812002,DUNGKARLING(BOURI),183
4026,1812001,TAGTHANG(BHAKTAR),183
4027,1812003,SONTABSA(DALLENI),183
4028,1812010,DAMTSHANG,183
4029,1812009,TSIRANGTOE,183
4030,1812008,CHHUBOELSA(SIMPANI),183
4031,1812007,TONGSHINGNANG(SALLERI),183
4032,1812006,KAPASAY,183
4033,1812005,ZOMNA(JINGAY),183
4034,1812004,WANGPHU(DAUTHREY),183
4035,1901001,JARIGANG,184
4036,1901002,KAGO,184
4037,1901003,LAMGA,184
4038,1901004,LAWA,184
4039,1901005,LOMTSHOKHA,184
4040,1901006,LOPHOKHA,184
4041,1901014,KASHICHEKO,184
4042,1901012,ZAWA,184
4043,1901011,TARAGANGKHA,184
4044,1901010,SAMTHANG,184
4045,1901009,RUKHA,184
4046,1901008,PHAKTAKHA,184
4047,1901007,NANGSHINA,184
4048,1901013,MIGTANA,184
4049,1902026,KHATANGKHAR,185
4050,1902027,KHELAKHAR,185
4051,1902028,KOKOJU,185
4052,1902001,BAKAKHA,185
4053,1902002,BALAKHAR,185
4054,1902003,BJASHIKHAR,185
4055,1902004,BJENALUMPA,185
4056,1902005,DAKU,185
4057,1902006,DAMZHINGKHAR,185
4058,1902007,DARJEEGANG,185
4059,1902008,DEKILING,185
4060,1902009,DONGCHEN,185
4061,1902010,GANGCHUKHAR,185
4062,1902011,GANGMAKHAR,185
4063,1902012,GANGSIMI,185
4064,1902013,GARSIKHAR,185
4065,1902014,GEYTEN,185
4066,1902015,GHOLAYKHAR,185
4067,1902016,GHUMINANG,185
4068,1902017,GOGONANG,185
4069,1902018,GONALU,185
4070,1902019,GONGTHANGKHA,185
4071,1902020,JAGARLINGCHU,185
4072,1902021,JANGSEGANG,185
4073,1902022,JAYEBAMO,185
4074,1902023,KANGTHEYTEWA,185
4075,1902024,KHAMETEY,185
4076,1902025,KHANGMINANG,185
4077,1902029,KOKOKHAR,185
4078,1902030,KOKOTEY,185
4079,1902031,KUCHEYKHAR,185
4080,1902032,LAMDOGKHA,185
4081,1902033,LHAKHANGCHEN,185
4082,1902034,LHAMIKHAR,185
4083,1902035,LUMPA,185
4084,1902036,LUNGMO,185
4085,1902037,LUNGPHUGANG,185
4086,1902038,NALAGANG,185
4087,1902039,NAMGYELLING,185
4088,1902040,NGAWANG,185
4089,1902041,OKORSHING,185
4090,1902042,OMCHEYGANG,185
4091,1902043,OMKHAG,185
4092,1902044,PANGMAKHAR,185
4093,1902045,PANGMARCHU,185
4094,1902046,PANGMARPO,185
4095,1902047,PANGSHIKHAR,185
4096,1902048,PELCHU,185
4097,1902049,PHACHUSAR,185
4098,1902050,PHAKSITOKHAR,185
4099,1902051,PHAKTEYKHAR,185
4100,1902052,PHUNTSHOGANG,185
4101,1902053,RINCHENLING,185
4102,1902054,SERSHONGNANG,185
4103,1902055,SHACHEYKHAR,185
4104,1902056,SHARCHU,185
4105,1902057,SHOKEYLOG,185
4106,1902058,SISIDAKAR,185
4107,1902059,SOMCHUGANG,185
4108,1902060,SONGTEYKHAR,185
4109,1902061,TAKAKHAR,185
4110,1902062,TAROG,185
4111,1902063,TARSHINGTSHAWA,185
4112,1902064,TASHI LAKHA,185
4113,1902065,TASHI TOKHA,185
4114,1902066,THINGPAKHAR,185
4115,1902067,TOEKHAR,185
4116,1902068,TOEKIKHAR,185
4117,1902069,TOEKIZINGKHA,185
4118,1902070,TONGCHENANG,185
4119,1902071,TSHANGCHEYKHAR,185
4120,1902072,TSHEDALO,185
4121,1902073,TSHERIPANGCHU,185
4122,1902074,TSHIKONGNANG,185
4123,1902075,WACHEY,185
4124,1902076,WAKHAR,185
4125,1902077,YUCHU,185
4126,1902078,YUSAKHA,185
4127,1902079,ZANGTEYKHAR,185
4128,1902089,JANGRINANG,185
4129,1902090,GANGKAKHA,185
4130,1903001,GEBAKHA,186
4131,1903002,KAMINA,186
4132,1903003,SILLI,186
4133,1903004,TAKSHA,186
4134,1903005,TSARA,186
4135,1903006,UMA KHAMEY,186
4136,1903007,UMA KHATEY,186
4137,1903008,YOGAY,186
4138,1904001,BAMMEY,187
4139,1904002,CHUBARWOGMA,187
4140,1904003,CHUBURTAM,187
4141,1904004,DENCHOLING,187
4142,1904005,DONGSINANG,187
4143,1904006,GODANGOENPA,187
4144,1904007,GODRANG,187
4145,1904008,LONGMEY,187
4146,1904009,LUMJU,187
4147,1904010,NEMPANG,187
4148,1904011,NORBUDING,187
4149,1904012,PENJORLING,187
4150,1904013,PHUNTSHOGANG,187
4151,1904014,REEGOAN,187
4152,1904015,RIDAGOENPA,187
4153,1904016,RITHANGWOG,187
4154,1904017,SELGONANG,187
4155,1904018,TAKSAR,187
4156,1904019,TASHIDINGKHA,187
4157,1904020,TASHIGANG,187
4158,1904021,TOKALING,187
4159,1904022,TOMLA,187
4160,1904023,YUSAGANG,187
4161,1904024,ZIME,187
4162,1905003,GANGTEY,188
4163,1905004,GANGTEY BJENA,188
4164,1905006,GANGTEY DANGPA,188
4165,1905007,GANGTEY GANGKHA,188
4166,1905008,GANGTEY KIBJEKHA,188
4167,1905009,GANGTEY LONGTSHOG,188
4168,1905010,GANGTEY LUMCHEY,188
4169,1905011,GANGTEY PANGKHA,188
4170,1905012,GANGTEY PHATEKHA,188
4171,1905014,GANGTEY SAMCHALOG,188
4172,1905015,GANGTEY TAWAITENG,188
4173,1905017,GEYLA,188
4174,1905018,GORGOEN,188
4175,1905019,KUMBU,188
4176,1905022,TAPHUG,188
4177,1905023,ZIGZEE,188
4178,1905024,JANGCHEN,188
4179,1905025,MANG,188
4180,1905026,SANGTENA,188
4181,1905027,YUSAR,188
4182,1905028,PANGKARPO,188
4183,1905029,DAMCHENLHAKHANG,188
4184,1905030,BETA,188
4185,1905031,BOSHONANG,188
4186,1905032,GANGTSAWA,188
4187,1905033,MANGTHANGKA,188
4188,1905034,SEMCHUBARA,188
4189,1905035,TOKHA,188
4190,1905036,YAEKORWOG,188
4191,1905037,RANGJAG,188
4192,1906011,PASAKHA,189
4193,1906012,TERNGA,189
4194,1906013,KHAMENA,189
4195,1906014,LANGLU,189
4196,1906015,LASHIGANG,189
4197,1906016,THOUKHA,189
4198,1906001,CHANGCHEY,189
4199,1906002,DABCHEKHA,189
4200,1906003,DUNG/CHANGZAM,189
4201,1906004,DUNG/KHAMENA,189
4202,1906005,DUNG/THOUKHA,189
4203,1906006,KHATEYKHA,189
4204,1906007,MATSHIKHA,189
4205,1906008,MATSHIPOTO,189
4206,1906009,TONGZHONG,189
4207,1906010,CHANGKHA,189
4208,1907004,HEYTSHOKHA,190
4209,1907003,HEBESA,190
4210,1907006,PASAKHA,190
4211,1907007,SHINGKHEY,190
4212,1907008,TAPCHAKHA,190
4213,1907009,TERNGA,190
4214,1907010,SHINGKHEY KHATOE,190
4215,1907011,SHINGKHEY KHAMEY,190
4216,1907005,MEBESA,190
4217,1907002,CHANGKHA,190
4218,1907001,BJIKHA,190
4219,1908004,GYENDEB,191
4220,1908001,BELDO,191
4221,1908006,KOMATHANG,191
4222,1908007,LENBI,191
4223,1908005,KAZHI,191
4224,1908002,BELPA,191
4225,1908003,CHAGIP,191
4226,1909004,NABISHA,192
4227,1909001,HALUE,192
4228,1909006,YUSAGOM,192
4229,1909007,YUSAWOM,192
4230,1909005,PANGSHONG,192
4231,1909002,HEBESA,192
4232,1909003,KHUJUNLA,192
4233,1910004,GYENSAR,193
4234,1910001,CHEBAKHA,193
4235,1910006,NYISHOKHA,193
4236,1910007,SAMTENGANG,193
4237,1910008,CHEDALO,193
4238,1910009,CHITOKHA,193
4239,1910010,DAGSAR,193
4240,1910011,ZAMPA,193
4241,1910012,PANGKHA,193
4242,1910013,PANGZHIKHAR,193
4243,1910014,CHEMTSHELING,193
4244,1910015,CHUZOMSA,193
4245,1910016,DUNGDUNGNESA,193
4246,1910005,KUNZANGLING,193
4247,1910002,GANGJAB,193
4248,1910003,GEYLINGKHA,193
4249,1911004,GYENKHAR,194
4250,1911005,KUMCHI,194
4251,1911006,PHANGYUL,194
4252,1911007,WHANBEKHAR,194
4253,1911003,DOMKHAR,194
4254,1911002,CHUNGSERKHA,194
4255,1911001,CHUNGGOEN,194
4256,1912001,CHAJI,195
4257,1912002,CHEMDO,195
4258,1912003,CHUMECHEN,195
4259,1912004,DAMCHOLHAKHANG,195
4260,1912005,DANGPA,195
4261,1912006,DANGSAR,195
4262,1912007,DARJEYJAB,195
4263,1912008,DOKSELNANG,195
4264,1912009,GANGPHEL,195
4265,1912010,GANGYED,195
4266,1912011,GORPHU,195
4267,1912012,HAPA,195
4268,1912014,JANGCHUBGOENPA,195
4269,1912018,KILTHANG,195
4270,1912019,LOKCHEN,195
4271,1912020,MANG,195
4272,1912021,MANGCHIBOR,195
4273,1912022,NENPHEL,195
4274,1912023,NIMDOSA,195
4275,1912024,PANGSA,195
4276,1912025,POELAM,195
4277,1912026,RAMSARP,195
4278,1912027,SANGTANA,195
4279,1912029,TAGPHU,195
4280,1912030,TALACHEN,195
4281,1912033,TAPHUG,195
4282,1912034,TARCHEN,195
4283,1912035,TAWA,195
4284,1912036,TENGKHAGEYRAY,195
4285,1912037,TSHELDAR,195
4286,1912038,YULGO,195
4287,1912040,ZHEBAR,195
4288,1912041,ZHELAM,195
4289,1912042,ZHEPHUG,195
4290,1912043,ZHUGAR,195
4291,1912044,ZIGZEE,195
4292,1912015,KHENDO,195
4293,1912016,KHENWA,195
4294,1912017,KIKHORTHANG,195
4295,1913001,AGOKHAR,196
4296,1913002,ALAYGANG,196
4297,1913003,BANELBI,196
4298,1913004,BEGOKHAR,196
4299,1913005,BEGONGMA,196
4300,1913006,CHAKSEKHA,196
4301,1913007,CHAKSELNA,196
4302,1913008,CHILIKHA,196
4303,1913009,CHUMETENGKHA,196
4304,1913010,DAGPHUG,196
4305,1913011,DAGPHUGYEN,196
4306,1913012,DAMCHEN,196
4307,1913013,DAMRUKHA,196
4308,1913014,DEYMANANG,196
4309,1913015,DOCHUNGTHUR,196
4310,1913016,DOGORCHABSA,196
4311,1913017,DONGMEY,196
4312,1913018,DONGPHEL,196
4313,1913019,GANGKHAR,196
4314,1913020,GOLAYKHAR,196
4315,1913021,JALA,196
4316,1913022,JANGSANANG,196
4317,1913023,JASERKHA,196
4318,1913024,KHAMZOG,196
4319,1913025,KHOTAKHA,196
4320,1913026,KHOTAKHA/DONGPHEL,196
4321,1913027,KIBLUNG,196
4322,1913028,KIKHORTHANG,196
4323,1913029,LANGDOR,196
4324,1913030,LUNGCHUNANG,196
4325,1913031,LUNGMAGANG,196
4326,1913032,MARPHEYKHAR,196
4327,1913033,NAMLING,196
4328,1913034,NEGO,196
4329,1913035,NGALAKHA,196
4330,1913036,NGEGOBARA,196
4331,1913037,NGINSERGANG,196
4332,1913038,OMCHEN,196
4333,1913039,OMTEKHAR,196
4334,1913040,PALUKHA,196
4335,1913041,PHAKHAR,196
4336,1913042,RAMBIGANG,196
4337,1913043,RUECHENKHA,196
4338,1913044,RUEMEYNANG,196
4339,1913045,RUTEKHA,196
4340,1913046,SAMDUPGANG,196
4341,1913047,SAMMAKHAR,196
4342,1913048,SAMTENGOENPA,196
4343,1913049,SEJARKHA,196
4344,1913050,SHELAY,196
4345,1913051,SHELTOGKHA,196
